_id,town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,block,rooms,avg_storey,timeseries_month,year,original_street_name,region,position
149969,Sengkang,4 Room,Model A,104.0,Rivervale Walk,530000.0,4,75.0,1999,16 To 18,105,4.0,17.0,2023-04-01,2023,Rivervale Walk,North-East,"1.38215613071495,103.900711925224 540105"
149970,Sengkang,4 Room,Model A,100.0,Rivervale Walk,495000.0,4,74.91666666666667,1999,01 To 03,107,4.0,2.0,2023-04-01,2023,Rivervale Walk,North-East,"1.38300501325196,103.900272453522 540107"
149978,Sengkang,4 Room,Premium Apartment,93.0,Sengkang Ctrl,668000.0,4,86.16666666666667,2010,10 To 12,271A,4.0,11.0,2023-04-01,2023,Sengkang Ctrl,North-East,"1.38595588536248,103.894654799481 541271"
149979,Sengkang,4 Room,Premium Apartment,93.0,Sengkang Ctrl,660000.0,4,86.08333333333333,2010,07 To 09,270A,4.0,8.0,2023-04-01,2023,Sengkang Ctrl,North-East,"1.3857519775168,103.894255028725 541270"
149980,Sengkang,4 Room,Premium Apartment,93.0,Sengkang Ctrl,545000.0,4,86.16666666666667,2010,01 To 03,271B,4.0,2.0,2023-04-01,2023,Sengkang Ctrl,North-East,"1.38545544642334,103.894490395737 542271"
149981,Sengkang,4 Room,Premium Apartment,93.0,Sengkang Ctrl,640000.0,4,86.08333333333333,2010,04 To 06,271C,4.0,5.0,2023-04-01,2023,Sengkang Ctrl,North-East,"1.38501243481986,103.89441489532 543271"
149982,Sengkang,4 Room,Premium Apartment,93.0,Sengkang Ctrl,635000.0,4,86.08333333333333,2010,04 To 06,271C,4.0,5.0,2023-04-01,2023,Sengkang Ctrl,North-East,"1.38501243481986,103.89441489532 543271"
149983,Sengkang,4 Room,Premium Apartment,93.0,Sengkang Ctrl,710000.0,4,86.08333333333333,2010,13 To 15,271A,4.0,14.0,2023-04-01,2023,Sengkang Ctrl,North-East,"1.38595588536248,103.894654799481 541271"
149986,Sengkang,4 Room,Premium Apartment,92.0,Sengkang East Avenue,725888.0,4,91.33333333333333,2015,10 To 12,281B,4.0,11.0,2023-04-01,2023,Sengkang East Ave,North-East,"1.38572826679961,103.891859601685 542281"
149987,Sengkang,4 Room,Premium Apartment,92.0,Sengkang East Avenue,580000.0,4,91.33333333333333,2015,01 To 03,282A,4.0,2.0,2023-04-01,2023,Sengkang East Ave,North-East,"1.38528977819863,103.891907359174 541282"
149988,Sengkang,4 Room,Premium Apartment,92.0,Sengkang East Avenue,630000.0,4,91.33333333333333,2015,01 To 03,281B,4.0,2.0,2023-04-01,2023,Sengkang East Ave,North-East,"1.38572826679961,103.891859601685 542281"
150002,Sengkang,4 Room,Model A,92.0,Sengkang West Way,508000.0,4,90.33333333333333,2014,01 To 03,448A,4.0,2.0,2023-04-01,2023,Sengkang West Way,North-East,"1.39293649855269,103.87299848136 791448"
150003,Sengkang,4 Room,Model A,92.0,Sengkang West Way,560000.0,4,91.08333333333333,2015,13 To 15,451A,4.0,14.0,2023-04-01,2023,Sengkang West Way,North-East,"1.39434919388296,103.874053796487 791451"
150012,Sengkang,5 Room,Improved,113.0,Anchorvale Cres,800000.0,4,94.16666666666667,2018,13 To 15,338A,5.0,14.0,2023-04-01,2023,Anchorvale Cres,North-East,"1.39926289122119,103.888859316617 541338"
150013,Sengkang,5 Room,Premium Apartment,111.0,Anchorvale Cres,722000.0,4,91.75,2015,04 To 06,335A,5.0,5.0,2023-04-01,2023,Anchorvale Cres,North-East,"1.39835828293606,103.889074371303 541335"
150014,Sengkang,5 Room,Premium Apartment,112.0,Anchorvale Cres,625000.0,4,91.66666666666667,2015,01 To 03,335B,5.0,2.0,2023-04-01,2023,Anchorvale Cres,North-East,"1.39857707216124,103.888490151459 542335"
150025,Sengkang,5 Room,Premium Apartment,110.0,Anchorvale Link,530000.0,4,79.16666666666667,2003,01 To 03,314C,5.0,2.0,2023-04-01,2023,Anchorvale Link,North-East,"1.39146759994418,103.888964274249 543314"
150026,Sengkang,5 Room,Improved,112.0,Anchorvale Link,697000.0,4,91.16666666666667,2015,10 To 12,333B,5.0,11.0,2023-04-01,2023,Anchorvale Link,North-East,"1.39457895953303,103.891425367847 542333"
150027,Sengkang,5 Room,Improved,112.0,Anchorvale Link,737000.0,4,91.16666666666667,2015,10 To 12,333A,5.0,11.0,2023-04-01,2023,Anchorvale Link,North-East,"1.39468433299355,103.89086832093 541333"
150041,Sengkang,5 Room,Improved,110.0,Anchorvale Road,555000.0,4,77.91666666666667,2002,13 To 15,308C,5.0,14.0,2023-04-01,2023,Anchorvale Rd,North-East,"1.38922746465317,103.886844695908 543308"
150042,Sengkang,5 Room,Premium Apartment,111.0,Anchorvale Road,525000.0,4,78.83333333333333,2003,04 To 06,310B,5.0,5.0,2023-04-01,2023,Anchorvale Rd,North-East,"1.39090460679765,103.884682862492 542310"
150043,Sengkang,5 Room,Premium Apartment,110.0,Anchorvale Road,580000.0,4,79.08333333333333,2003,07 To 09,313C,5.0,8.0,2023-04-01,2023,Anchorvale Rd,North-East,"1.39183903140814,103.887995878385 543313"
150044,Sengkang,5 Room,Premium Apartment,110.0,Anchorvale Road,568000.0,4,78.91666666666667,2003,07 To 09,317C,5.0,8.0,2023-04-01,2023,Anchorvale Rd,North-East,"1.39345998492639,103.888223477645 543317"
150065,Sengkang,5 Room,Improved,113.0,Compassvale Cres,733000.0,4,92.66666666666667,2016,13 To 15,293B,5.0,14.0,2023-04-01,2023,Compassvale Cres,North-East,"1.39699193578499,103.895995258683 542293"
150066,Sengkang,5 Room,Improved,113.0,Compassvale Cres,675000.0,4,92.66666666666667,2016,01 To 03,293A,5.0,2.0,2023-04-01,2023,Compassvale Cres,North-East,"1.39653303935383,103.895867598027 541293"
150067,Sengkang,5 Room,Improved,110.0,Compassvale Cres,551000.0,4,77.83333333333333,2002,01 To 03,290A,5.0,2.0,2023-04-01,2023,Compassvale Cres,North-East,"1.3960787618403,103.896727615807 541290"
150068,Sengkang,5 Room,Improved,110.0,Compassvale Cres,565000.0,4,77.91666666666667,2002,13 To 15,295B,5.0,14.0,2023-04-01,2023,Compassvale Cres,North-East,"1.39798109702858,103.900072468058 542295"
150079,Sengkang,5 Room,Improved,110.0,Compassvale Drive,640000.0,4,77.33333333333333,2001,13 To 15,201B,5.0,14.0,2023-04-01,2023,Compassvale Dr,North-East,"1.38831311571148,103.893923639861 542201"
150080,Sengkang,5 Room,Premium Apartment,112.0,Compassvale Drive,900000.0,4,93.08333333333333,2017,13 To 15,217B,5.0,14.0,2023-04-01,2023,Compassvale Dr,North-East,"1.38928033604771,103.894345637862 542217"
150081,Sengkang,5 Room,Premium Apartment,112.0,Compassvale Drive,900000.0,4,93.08333333333333,2017,10 To 12,215B,5.0,11.0,2023-04-01,2023,Compassvale Dr,North-East,"1.39000944345961,103.893454183017 542215"
150082,Sengkang,5 Room,Premium Apartment,112.0,Compassvale Drive,922000.0,4,93.16666666666667,2017,10 To 12,216A,5.0,11.0,2023-04-01,2023,Compassvale Dr,North-East,"1.39078747856513,103.893415096676 541216"
150087,Sengkang,5 Room,Premium Apartment,121.0,Compassvale Lane,720000.0,4,88.58333333333333,2012,13 To 15,213A,5.0,14.0,2023-04-01,2023,Compassvale Lane,North-East,"1.38581624385594,103.900206949645 541213"
150088,Sengkang,5 Room,Improved,122.0,Compassvale Lane,628000.0,4,75.41666666666667,1999,16 To 18,206D,5.0,17.0,2023-04-01,2023,Compassvale Lane,North-East,"1.38696771906197,103.897260059685 544206"
150106,Sengkang,5 Room,Improved,110.0,Compassvale Road,630000.0,4,77.0,2001,04 To 06,258D,5.0,5.0,2023-04-01,2023,Compassvale Rd,North-East,"1.39350458923456,103.897097233364 544258"
150107,Sengkang,5 Room,Improved,110.0,Compassvale Road,645000.0,4,76.91666666666667,2001,07 To 09,259A,5.0,8.0,2023-04-01,2023,Compassvale Rd,North-East,"1.39390590594045,103.896732147073 541259"
150118,Sengkang,5 Room,Improved,110.0,Compassvale Street,545000.0,4,77.83333333333333,2002,07 To 09,292B,5.0,8.0,2023-04-01,2023,Compassvale St,North-East,"1.39539857873123,103.898745037787 542292"
150119,Sengkang,5 Room,Improved,116.0,Compassvale Street,618000.0,4,76.58333333333333,2000,13 To 15,251,5.0,14.0,2023-04-01,2023,Compassvale St,North-East,"1.39362917030335,103.900028614253 540251"
150128,Sengkang,5 Room,Improved,121.0,Compassvale Walk,648000.0,4,75.0,1999,10 To 12,224C,5.0,11.0,2023-04-01,2023,Compassvale Walk,North-East,"1.38859257294618,103.898128190519 543224"
150129,Sengkang,5 Room,Improved,115.0,Compassvale Walk,580000.0,4,76.0,2000,07 To 09,228C,5.0,8.0,2023-04-01,2023,Compassvale Walk,North-East,"1.38773170405615,103.900634316251 543228"
150130,Sengkang,5 Room,Improved,121.0,Compassvale Walk,620000.0,4,75.41666666666667,1999,07 To 09,230,5.0,8.0,2023-04-01,2023,Compassvale Walk,North-East,"1.38835481994174,103.901270877485 540230"
150131,Sengkang,5 Room,Improved,115.0,Compassvale Walk,578000.0,4,75.58333333333333,1999,07 To 09,225B,5.0,8.0,2023-04-01,2023,Compassvale Walk,North-East,"1.38784552858436,103.898951852126 542225"
150132,Sengkang,5 Room,Improved,121.0,Compassvale Walk,650000.0,4,74.91666666666667,1999,10 To 12,224C,5.0,11.0,2023-04-01,2023,Compassvale Walk,North-East,"1.38859257294618,103.898128190519 543224"
150135,Sengkang,5 Room,Premium Apartment,112.0,Fernvale Lane,638000.0,4,80.08333333333333,2004,22 To 24,403C,5.0,23.0,2023-04-01,2023,Fernvale Lane,North-East,"1.38831848133702,103.87293569738 793403"
150136,Sengkang,5 Room,Premium Apartment,112.0,Fernvale Lane,540000.0,4,80.0,2004,19 To 21,403A,5.0,20.0,2023-04-01,2023,Fernvale Lane,North-East,"1.3889306090651,103.873208570293 791403"
150144,Sengkang,5 Room,Improved,112.0,Fernvale Link,780000.0,4,91.83333333333333,2016,10 To 12,416C,5.0,11.0,2023-04-01,2023,Fernvale Link,North-East,"1.38979947929697,103.88064410102 793416"
150145,Sengkang,5 Room,Improved,113.0,Fernvale Link,768000.0,4,91.83333333333333,2016,19 To 21,415B,5.0,20.0,2023-04-01,2023,Fernvale Link,North-East,"1.38884403585275,103.880083476817 792415"
150146,Sengkang,5 Room,Improved,113.0,Fernvale Link,745000.0,4,91.75,2016,10 To 12,415B,5.0,11.0,2023-04-01,2023,Fernvale Link,North-East,"1.38884403585275,103.880083476817 792415"
150147,Sengkang,5 Room,Improved,113.0,Fernvale Link,730000.0,4,91.33333333333333,2015,16 To 18,440C,5.0,17.0,2023-04-01,2023,Fernvale Link,North-East,"1.39254251803193,103.878161021085 793440"
150176,Sengkang,5 Room,Improved,110.0,Rivervale Cres,595000.0,4,81.66666666666667,2005,07 To 09,152,5.0,8.0,2023-04-01,2023,Rivervale Cres,North-East,"1.39177826776401,103.906213093122 540152"
150177,Sengkang,5 Room,Improved,113.0,Rivervale Cres,662000.0,4,93.08333333333333,2017,13 To 15,163B,5.0,14.0,2023-04-01,2023,Rivervale Cres,North-East,"1.38919549974865,103.908650220784 542163"
150178,Sengkang,5 Room,Improved,113.0,Rivervale Cres,628000.0,4,93.08333333333333,2017,07 To 09,164A,5.0,8.0,2023-04-01,2023,Rivervale Cres,North-East,"1.39007029696728,103.907273221559 541164"
150179,Sengkang,5 Room,Premium Apartment,110.0,Rivervale Cres,515000.0,4,79.58333333333333,2003,01 To 03,158B,5.0,2.0,2023-04-01,2023,Rivervale Cres,North-East,"1.38841338018717,103.906676179338 542158"
150200,Sengkang,5 Room,Improved,115.0,Rivervale Drive,490000.0,4,76.16666666666667,2000,01 To 03,190B,5.0,2.0,2023-04-01,2023,Rivervale Dr,North-East,"1.39415593015611,103.902375946247 542190"
150201,Sengkang,5 Room,Improved,110.0,Rivervale Drive,540000.0,4,76.25,2000,07 To 09,122E,5.0,8.0,2023-04-01,2023,Rivervale Dr,North-East,"1.38795724986826,103.905852165491 545122"
150202,Sengkang,5 Room,Improved,116.0,Rivervale Drive,570000.0,4,75.75,1999,01 To 03,145,5.0,2.0,2023-04-01,2023,Rivervale Dr,North-East,"1.3899004407988,103.906070343849 540145"
150203,Sengkang,5 Room,Improved,110.0,Rivervale Drive,573888.0,4,76.16666666666667,2000,10 To 12,121A,5.0,11.0,2023-04-01,2023,Rivervale Dr,North-East,"1.38669088303388,103.905111879708 541121"
150215,Sengkang,5 Room,Premium Apartment,112.0,Sengkang East Avenue,875000.0,4,91.41666666666667,2015,10 To 12,282C,5.0,11.0,2023-04-01,2023,Sengkang East Ave,North-East,"1.38509615954884,103.892548305538 543282"
150216,Sengkang,5 Room,Premium Apartment,112.0,Sengkang East Avenue,872000.0,4,91.33333333333333,2015,13 To 15,280B,5.0,14.0,2023-04-01,2023,Sengkang East Ave,North-East,"1.38616197671749,103.892091814343 542280"
150226,Sengkang,5 Room,Improved,113.0,Sengkang West Way,650000.0,4,92.41666666666667,2016,16 To 18,469B,5.0,17.0,2023-04-01,2023,Sengkang West Way,North-East,"1.39585256390138,103.877684905205 792469"
150227,Sengkang,5 Room,Improved,113.0,Sengkang West Way,658000.0,4,90.58333333333333,2014,04 To 06,433B,5.0,5.0,2023-04-01,2023,Sengkang West Way,North-East,"1.39388894272879,103.877494624525 792433"
150228,Sengkang,5 Room,Improved,113.0,Sengkang West Way,675000.0,4,90.5,2014,07 To 09,433B,5.0,8.0,2023-04-01,2023,Sengkang West Way,North-East,"1.39388894272879,103.877494624525 792433"
150236,Sengkang,Executive,Premium Apartment,125.0,Anchorvale Link,640000.0,4,79.16666666666667,2003,01 To 03,316A,4.5,2.0,2023-04-01,2023,Anchorvale Link,North-East,"1.39259070435595,103.889372018379 541316"
150239,Sengkang,Executive,Premium Apartment,125.0,Anchorvale Road,686000.0,4,79.16666666666667,2003,01 To 03,313D,4.5,2.0,2023-04-01,2023,Anchorvale Rd,North-East,"1.39215061903001,103.887563158843 544313"
150240,Sengkang,Executive,Apartment,125.0,Anchorvale Road,738000.0,4,77.66666666666667,2001,10 To 12,307B,4.5,11.0,2023-04-01,2023,Anchorvale Rd,North-East,"1.38954465344023,103.887443517634 542307"
150243,Sengkang,Executive,Apartment,143.0,Compassvale Lane,873000.0,4,75.33333333333333,1999,07 To 09,205A,4.5,8.0,2023-04-01,2023,Compassvale Lane,North-East,"1.38603998418639,103.896966680116 541205"
150245,Sengkang,Executive,Premium Apartment,134.0,Compassvale Street,735000.0,4,77.33333333333333,2001,04 To 06,298C,4.5,5.0,2023-04-01,2023,Compassvale St,North-East,"1.39626992629114,103.900983156779 543298"
150246,Sengkang,Executive,Apartment,125.0,Compassvale Street,660000.0,4,77.16666666666667,2001,10 To 12,291C,4.5,11.0,2023-04-01,2023,Compassvale St,North-East,"1.39632973880437,103.898595699451 543291"
150249,Sengkang,Executive,Apartment,141.0,Compassvale Walk,730000.0,4,75.66666666666667,1999,01 To 03,225C,4.5,2.0,2023-04-01,2023,Compassvale Walk,North-East,"1.3883535280206,103.898838274873 543225"
150256,Sengkang,Executive,Apartment,142.0,Rivervale Street,800000.0,4,74.66666666666667,1998,13 To 15,136,4.5,14.0,2023-04-01,2023,Rivervale St,North-East,"1.38897071548031,103.904967353773 540136"
150259,Sengkang,Executive,Apartment,144.0,Rivervale Walk,820000.0,4,75.0,1999,13 To 15,103,4.5,14.0,2023-04-01,2023,Rivervale Walk,North-East,"1.3829114767018,103.901208581138 540103"
150260,Sengkang,Executive,Apartment,142.0,Rivervale Walk,828000.0,4,75.0,1999,10 To 12,103,4.5,11.0,2023-04-01,2023,Rivervale Walk,North-East,"1.3829114767018,103.901208581138 540103"
150261,Sengkang,Executive,Apartment,141.0,Rivervale Walk,818000.0,4,74.91666666666667,1999,10 To 12,103,4.5,11.0,2023-04-01,2023,Rivervale Walk,North-East,"1.3829114767018,103.901208581138 540103"
150265,Sengkang,Executive,Apartment,131.0,Sengkang East Way,733888.0,4,76.16666666666667,2000,13 To 15,122C,4.5,14.0,2023-04-01,2023,Sengkang East Way,North-East,"1.38750850228857,103.906143768947 543122"
150270,Serangoon,3 Room,Improved,64.0,Lor Lew Lian,350000.0,4,54.166666666666664,1978,01 To 03,4,3.0,2.0,2023-04-01,2023,Lor Lew Lian,North-East,"1.35026200356709,103.876485050647 531004"
150271,Serangoon,3 Room,Improved,64.0,Lor Lew Lian,358000.0,4,54.083333333333336,1978,01 To 03,5,3.0,2.0,2023-04-01,2023,Lor Lew Lian,North-East,"1.34991123915575,103.875800322679 532002"
150272,Serangoon,3 Room,Improved,64.0,Lor Lew Lian,400000.0,4,54.083333333333336,1978,10 To 12,5,3.0,11.0,2023-04-01,2023,Lor Lew Lian,North-East,"1.34991123915575,103.875800322679 532002"
150285,Serangoon,3 Room,New Generation,67.0,Serangoon Avenue 4,385000.0,4,60.916666666666664,1985,04 To 06,225,3.0,5.0,2023-04-01,2023,Serangoon Ave 4,North-East,"1.3567348101843,103.870113743671 550225"
150286,Serangoon,3 Room,New Generation,67.0,Serangoon Avenue 4,383000.0,4,60.916666666666664,1985,04 To 06,225,3.0,5.0,2023-04-01,2023,Serangoon Ave 4,North-East,"1.3567348101843,103.870113743671 550225"
150287,Serangoon,3 Room,New Generation,67.0,Serangoon Avenue 4,385000.0,4,60.666666666666664,1984,07 To 09,221,3.0,8.0,2023-04-01,2023,Serangoon Ave 4,North-East,"1.3591460613704,103.871810901097 550221"
150294,Serangoon,3 Room,Simplified,64.0,Serangoon Ctrl Drive,381000.0,4,64.58333333333333,1988,04 To 06,262,3.0,5.0,2023-04-01,2023,Serangoon Ctrl Dr,North-East,"1.35320015610698,103.872208837406 550262"
150305,Serangoon,3 Room,New Generation,71.0,Serangoon North Avenue 1,395000.0,4,60.75,1985,04 To 06,124,3.0,5.0,2023-04-01,2023,Serangoon Nth Ave 1,North-East,"1.36618689571987,103.871419458199 550124"
150306,Serangoon,4 Room,New Generation,98.0,Lor Lew Lian,498000.0,4,54.083333333333336,1978,01 To 03,7,4.0,2.0,2023-04-01,2023,Lor Lew Lian,North-East,"1.34915702958254,103.877006943654 531007"
150311,Serangoon,4 Room,Model A,104.0,Serangoon Avenue 1,751000.0,4,65.16666666666667,1989,04 To 06,425,4.0,5.0,2023-04-01,2023,Serangoon Ave 1,North-East,"1.34812643498708,103.876605097771 550425"
150312,Serangoon,4 Room,Model A,109.0,Serangoon Avenue 1,700000.0,4,64.91666666666667,1989,04 To 06,407,4.0,5.0,2023-04-01,2023,Serangoon Ave 1,North-East,"1.34718612268146,103.872968186302 550407"
150326,Serangoon,4 Room,Model A,104.0,Serangoon Avenue 3,655000.0,4,61.166666666666664,1985,10 To 12,235,4.0,11.0,2023-04-01,2023,Serangoon Ave 3,North-East,"1.35511076107735,103.869934707698 550235"
150327,Serangoon,4 Room,Simplified,84.0,Serangoon Avenue 3,585000.0,4,62.166666666666664,1986,13 To 15,328,4.0,14.0,2023-04-01,2023,Serangoon Ave 3,North-East,"1.35028615875324,103.868352627161 550328"
150328,Serangoon,4 Room,Simplified,84.0,Serangoon Avenue 3,608000.0,4,62.166666666666664,1986,07 To 09,328,4.0,8.0,2023-04-01,2023,Serangoon Ave 3,North-East,"1.35028615875324,103.868352627161 550328"
150335,Serangoon,4 Room,New Generation,96.0,Serangoon Avenue 4,610000.0,4,60.666666666666664,1984,07 To 09,223,4.0,8.0,2023-04-01,2023,Serangoon Ave 4,North-East,"1.35756151365917,103.870610329774 550223"
150343,Serangoon,4 Room,Model A,113.0,Serangoon Ctrl,730000.0,4,65.16666666666667,1989,10 To 12,421,4.0,11.0,2023-04-01,2023,Serangoon Ctrl,North-East,"1.348845490498,103.875224639926 550421"
150344,Serangoon,4 Room,New Generation,95.0,Serangoon Ctrl,628888.0,4,65.16666666666667,1989,07 To 09,419,4.0,8.0,2023-04-01,2023,Serangoon Ctrl,North-East,"1.34920192004095,103.875859701938 550419"
150345,Serangoon,4 Room,Model A,113.0,Serangoon Ctrl,788000.0,4,64.83333333333333,1989,04 To 06,409,4.0,5.0,2023-04-01,2023,Serangoon Ctrl,North-East,"1.34814760717489,103.874419496654 550409"
150346,Serangoon,4 Room,Model A,113.0,Serangoon Ctrl,748000.0,4,65.0,1989,10 To 12,411,4.0,11.0,2023-04-01,2023,Serangoon Ctrl,North-East,"1.34845728580359,103.873946828694 550411"
150355,Serangoon,4 Room,New Generation,91.0,Serangoon North Avenue 1,468000.0,4,61.75,1986,07 To 09,118,4.0,8.0,2023-04-01,2023,Serangoon Nth Ave 1,North-East,"1.36759548630876,103.870917753447 550118"
150356,Serangoon,4 Room,New Generation,91.0,Serangoon North Avenue 1,518000.0,4,61.083333333333336,1985,04 To 06,109,4.0,5.0,2023-04-01,2023,Serangoon Nth Ave 1,North-East,"1.36943351823831,103.870511407041 550109"
150357,Serangoon,4 Room,Model A,105.0,Serangoon North Avenue 2,510000.0,4,65.16666666666667,1989,01 To 03,141,4.0,2.0,2023-04-01,2023,Serangoon Nth Ave 2,North-East,"1.36859420920975,103.874523249204 550141"
150358,Serangoon,4 Room,Model A,103.0,Serangoon North Avenue 2,525000.0,4,65.08333333333333,1989,07 To 09,139,4.0,8.0,2023-04-01,2023,Serangoon Nth Ave 2,North-East,"1.36878372952822,103.875412429109 550139"
150360,Serangoon,4 Room,Model A,100.0,Serangoon North Avenue 3,500000.0,4,73.66666666666667,1997,04 To 06,547,4.0,5.0,2023-04-01,2023,Serangoon Nth Ave 3,North-East,"1.37375213159225,103.87064478064 550547"
150374,Serangoon,5 Room,Improved,121.0,Serangoon North Avenue 1,646000.0,4,61.75,1986,07 To 09,116,5.0,8.0,2023-04-01,2023,Serangoon Nth Ave 1,North-East,"1.3684875699447,103.871588685744 550116"
150376,Serangoon,5 Room,Improved,121.0,Serangoon North Avenue 2,640000.0,4,65.08333333333333,1989,01 To 03,135,5.0,2.0,2023-04-01,2023,Serangoon Nth Ave 2,North-East,"1.36725606646986,103.874813498992 550135"
150379,Serangoon,5 Room,Improved,121.0,Serangoon North Avenue 3,615000.0,4,73.75,1998,01 To 03,548,5.0,2.0,2023-04-01,2023,Serangoon Nth Ave 3,North-East,"1.37315869844339,103.870675913355 550548"
150390,Serangoon,5 Room,Improved,120.0,Serangoon North Avenue 4,660000.0,4,73.16666666666667,1997,04 To 06,508,5.0,5.0,2023-04-01,2023,Serangoon Nth Ave 4,North-East,"1.37184770991728,103.875761256028 550508"
150391,Serangoon,5 Room,Improved,124.0,Serangoon North Avenue 4,678888.0,4,68.58333333333333,1992,10 To 12,502,5.0,11.0,2023-04-01,2023,Serangoon Nth Ave 4,North-East,"1.37448766567895,103.876464914567 550502"
150392,Serangoon,5 Room,Improved,122.0,Serangoon North Avenue 4,688000.0,4,68.58333333333333,1992,07 To 09,541,5.0,8.0,2023-04-01,2023,Serangoon Nth Ave 4,North-East,"1.37430061743328,103.872556913809 550541"
150409,Serangoon,Executive,Maisonette,147.0,Serangoon North Avenue 4,900000.0,4,68.66666666666667,1992,07 To 09,542,4.5,8.0,2023-04-01,2023,Serangoon Nth Ave 4,North-East,"1.3738388833849,103.872139505564 550542"
150410,Serangoon,Executive,Maisonette,147.0,Serangoon North Avenue 4,838000.0,4,68.58333333333333,1992,01 To 03,539,4.5,2.0,2023-04-01,2023,Serangoon Nth Ave 4,North-East,"1.37496192242403,103.872188582292 550539"
150424,Tampines,3 Room,Model A,73.0,Tampines Avenue 4,425000.0,4,60.0,1984,07 To 09,806,3.0,8.0,2023-04-01,2023,Tampines Ave 4,East,"1.34554033527408,103.936875522387 520806"
150425,Tampines,3 Room,New Generation,68.0,Tampines Avenue 4,400000.0,4,60.333333333333336,1984,01 To 03,801,3.0,2.0,2023-04-01,2023,Tampines Ave 4,East,"1.3471923300239,103.938014041267 520801"
150426,Tampines,3 Room,Model A,73.0,Tampines Avenue 4,440000.0,4,60.083333333333336,1984,10 To 12,807,3.0,11.0,2023-04-01,2023,Tampines Ave 4,East,"1.34586624483884,103.936093443277 520807"
150431,Tampines,3 Room,Model A,68.0,Tampines Avenue 8,490000.0,4,93.25,2017,07 To 09,878B,3.0,8.0,2023-04-01,2023,Tampines Ave 8,East,"1.35092636694988,103.929191231421 522878"
150432,Tampines,3 Room,Model A,67.0,Tampines Avenue 8,495000.0,4,91.25,2015,16 To 18,869A,3.0,17.0,2023-04-01,2023,Tampines Ave 8,East,"1.35501799093941,103.93231742743 521869"
150433,Tampines,3 Room,Model A,67.0,Tampines Avenue 8,475000.0,4,91.16666666666667,2015,07 To 09,869B,3.0,8.0,2023-04-01,2023,Tampines Ave 8,East,"1.35485562982979,103.932709165692 522869"
150435,Tampines,3 Room,Model A,67.0,Tampines Avenue 9,460000.0,4,89.91666666666667,2014,01 To 03,499B,3.0,2.0,2023-04-01,2023,Tampines Ave 9,East,"1.35887020526725,103.956331658876 522499"
150443,Tampines,3 Room,Dbss,61.0,Tampines Ctrl 8,540000.0,4,90.25,2014,01 To 03,520C,3.0,2.0,2023-04-01,2023,Tampines Ctrl 8,East,"1.35674170789189,103.939692399456 523520"
150463,Tampines,3 Room,Model A,79.0,Tampines Street 11,430000.0,4,57.916666666666664,1982,07 To 09,101,3.0,8.0,2023-04-01,2023,Tampines St 11,East,"1.34740034584157,103.945294915705 521101"
150464,Tampines,3 Room,Model A,79.0,Tampines Street 11,415000.0,4,58.333333333333336,1982,04 To 06,113,3.0,5.0,2023-04-01,2023,Tampines St 11,East,"1.34647851722058,103.946176771298 521113"
150465,Tampines,3 Room,Model A,74.0,Tampines Street 11,430000.0,4,60.416666666666664,1984,04 To 06,109,3.0,5.0,2023-04-01,2023,Tampines St 11,East,"1.34740780737329,103.948811827647 521109"
150466,Tampines,3 Room,Model A,78.0,Tampines Street 11,435000.0,4,60.166666666666664,1984,10 To 12,111,3.0,11.0,2023-04-01,2023,Tampines St 11,East,"1.34691471378463,103.947416464642 521111"
150468,Tampines,3 Room,Model A,73.0,Tampines Street 12,443000.0,4,60.25,1984,04 To 06,150,3.0,5.0,2023-04-01,2023,Tampines St 12,East,"1.35094609975013,103.943260115057 521150"
150498,Tampines,3 Room,Model A,79.0,Tampines Street 21,426000.0,4,58.416666666666664,1982,04 To 06,209,3.0,5.0,2023-04-01,2023,Tampines St 21,East,"1.35191743647505,103.952832223103 520209"
150499,Tampines,3 Room,Model A,74.0,Tampines Street 21,416000.0,4,60.75,1985,07 To 09,251,3.0,8.0,2023-04-01,2023,Tampines St 21,East,"1.35275541922653,103.948119177521 520251"
150500,Tampines,3 Room,Improved,60.0,Tampines Street 21,350000.0,4,59.75,1983,04 To 06,204,3.0,5.0,2023-04-01,2023,Tampines St 21,East,"1.35217984684253,103.951695356215 520204"
150501,Tampines,3 Room,Model A,74.0,Tampines Street 21,432888.0,4,60.333333333333336,1984,10 To 12,240,3.0,11.0,2023-04-01,2023,Tampines St 21,East,"1.35500406974434,103.947121420342 520240"
150502,Tampines,3 Room,Model A,75.0,Tampines Street 21,392000.0,4,60.5,1984,04 To 06,271,3.0,5.0,2023-04-01,2023,Tampines St 21,East,"1.34980832347153,103.949577963482 520271"
150514,Tampines,3 Room,Model A,73.0,Tampines Street 22,420000.0,4,60.0,1984,07 To 09,295,3.0,8.0,2023-04-01,2023,Tampines St 22,East,"1.35078046855695,103.954999561007 520295"
150515,Tampines,3 Room,Model A,74.0,Tampines Street 22,400000.0,4,60.25,1984,07 To 09,280,3.0,8.0,2023-04-01,2023,Tampines St 22,East,"1.34753519689194,103.951702776881 520280"
150522,Tampines,3 Room,New Generation,82.0,Tampines Street 23,438000.0,4,63.666666666666664,1987,01 To 03,201E,3.0,2.0,2023-04-01,2023,Tampines St 23,East,"1.35292162070652,103.953858337259 527201"
