_id,town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,block,rooms,avg_storey,timeseries_month,year,original_street_name,region,position
145663,Choa Chu Kang,4 Room,Model A,114.0,Choa Chu Kang Avenue 3,510000.0,4,66.25,1990,10 To 12,288,4.0,11.0,2023-04-01,2023,Choa Chu Kang Ave 3,West,"1.37893861533693,103.741023148247 680288"
145664,Choa Chu Kang,4 Room,Model A,104.0,Choa Chu Kang Avenue 3,475000.0,4,68.25,1992,04 To 06,280,4.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 3,West,"1.3808318992022,103.74293968344 680280"
145665,Choa Chu Kang,4 Room,Model A,106.0,Choa Chu Kang Avenue 3,470000.0,4,69.16666666666667,1993,04 To 06,405,4.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 3,West,"1.38021754622899,103.739453325086 680405"
145666,Choa Chu Kang,4 Room,Model A,104.0,Choa Chu Kang Avenue 3,450000.0,4,68.25,1992,01 To 03,410,4.0,2.0,2023-04-01,2023,Choa Chu Kang Ave 3,West,"1.38062798768557,103.741520103731 680410"
145667,Choa Chu Kang,4 Room,Model A,100.0,Choa Chu Kang Avenue 3,448000.0,4,74.83333333333333,1999,01 To 03,471,4.0,2.0,2023-04-01,2023,Choa Chu Kang Ave 3,West,"1.37859282552753,103.737126374388 680471"
145686,Choa Chu Kang,4 Room,Model A,100.0,Choa Chu Kang Avenue 4,458000.0,4,73.08333333333333,1997,04 To 06,444,4.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.38161754509099,103.737451795053 680444"
145687,Choa Chu Kang,4 Room,Premium Apartment,103.0,Choa Chu Kang Avenue 4,430000.0,4,76.08333333333333,2000,01 To 03,455,4.0,2.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.37942324084484,103.735183712105 680455"
145688,Choa Chu Kang,4 Room,Model A,104.0,Choa Chu Kang Avenue 4,496000.0,4,68.25,1992,10 To 12,421,4.0,11.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.38177896881885,103.740747501903 680421"
145689,Choa Chu Kang,4 Room,Model A,101.0,Choa Chu Kang Avenue 4,470000.0,4,72.83333333333333,1997,04 To 06,445,4.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.38170883113996,103.736662612875 680445"
145700,Choa Chu Kang,4 Room,Model A,101.0,Choa Chu Kang Avenue 5,478000.0,4,75.16666666666667,1999,10 To 12,485A,4.0,11.0,2023-04-01,2023,Choa Chu Kang Ave 5,West,"1.37461810751349,103.738364995209 681485"
145701,Choa Chu Kang,4 Room,Model A,93.0,Choa Chu Kang Avenue 5,520000.0,4,92.16666666666667,2016,10 To 12,488B,4.0,11.0,2023-04-01,2023,Choa Chu Kang Ave 5,West,"1.3769739817533,103.739293156619 682488"
145716,Choa Chu Kang,4 Room,Model A,93.0,Choa Chu Kang Avenue 7,503000.0,4,93.66666666666667,2017,04 To 06,811A,4.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 7,West,"1.3737308481902,103.745929784531 681811"
145717,Choa Chu Kang,4 Room,Model A,93.0,Choa Chu Kang Avenue 7,512000.0,4,93.66666666666667,2017,01 To 03,812B,4.0,2.0,2023-04-01,2023,Choa Chu Kang Ave 7,West,"1.37298072773967,103.746249268178 682812"
145732,Choa Chu Kang,4 Room,Model A,91.0,Choa Chu Kang Cres,468888.0,4,79.16666666666667,2003,13 To 15,691B,4.0,14.0,2023-04-01,2023,Choa Chu Kang Cres,West,"1.40162672032469,103.751577560463 682691"
145733,Choa Chu Kang,4 Room,Model A2,85.0,Choa Chu Kang Cres,440000.0,4,78.5,2002,07 To 09,685C,4.0,8.0,2023-04-01,2023,Choa Chu Kang Cres,West,"1.40349428170579,103.748677231954 683685"
145734,Choa Chu Kang,4 Room,Model A,90.0,Choa Chu Kang Cres,436000.0,4,78.91666666666667,2003,04 To 06,688C,4.0,5.0,2023-04-01,2023,Choa Chu Kang Cres,West,"1.40318701316163,103.750993347138 683688"
145746,Choa Chu Kang,4 Room,Model A,104.0,Choa Chu Kang Ctrl,500000.0,4,65.91666666666667,1990,04 To 06,210,4.0,5.0,2023-04-01,2023,Choa Chu Kang Ctrl,West,"1.38249578529603,103.747937129698 680210"
145747,Choa Chu Kang,4 Room,Model A,104.0,Choa Chu Kang Ctrl,515000.0,4,66.5,1990,07 To 09,237,4.0,8.0,2023-04-01,2023,Choa Chu Kang Ctrl,West,"1.3794475026281,103.748287395227 680237"
145748,Choa Chu Kang,4 Room,Model A,104.0,Choa Chu Kang Ctrl,485000.0,4,65.0,1989,07 To 09,213,4.0,8.0,2023-04-01,2023,Choa Chu Kang Ctrl,West,"1.38217295387287,103.747211973147 680213"
145749,Choa Chu Kang,4 Room,Model A,107.0,Choa Chu Kang Ctrl,480000.0,4,65.83333333333333,1990,07 To 09,218,4.0,8.0,2023-04-01,2023,Choa Chu Kang Ctrl,West,"1.38283798336508,103.745841987451 680218"
145750,Choa Chu Kang,4 Room,Model A,113.0,Choa Chu Kang Ctrl,536000.0,4,65.83333333333333,1990,07 To 09,210,4.0,8.0,2023-04-01,2023,Choa Chu Kang Ctrl,West,"1.38249578529603,103.747937129698 680210"
145754,Choa Chu Kang,4 Room,Model A,90.0,Choa Chu Kang Drive,450000.0,4,77.91666666666667,2002,10 To 12,688A,4.0,11.0,2023-04-01,2023,Choa Chu Kang Dr,West,"1.40396387456119,103.750566306243 681688"
145756,Choa Chu Kang,4 Room,Model A,108.0,Choa Chu Kang North 5,488000.0,4,71.16666666666667,1995,04 To 06,752,4.0,5.0,2023-04-01,2023,Choa Chu Kang Nth 5,West,"1.39227305010242,103.747425149246 680752"
145761,Choa Chu Kang,4 Room,Premium Apartment,113.0,Choa Chu Kang North 6,580000.0,4,73.83333333333333,1998,04 To 06,635,4.0,5.0,2023-04-01,2023,Choa Chu Kang Nth 6,West,"1.39737094150025,103.749602912203 680635"
145762,Choa Chu Kang,4 Room,Premium Apartment,113.0,Choa Chu Kang North 6,565000.0,4,73.83333333333333,1998,07 To 09,634,4.0,8.0,2023-04-01,2023,Choa Chu Kang Nth 6,West,"1.39661016926375,103.749728607278 680634"
145770,Choa Chu Kang,4 Room,Model A,111.0,Choa Chu Kang Street 52,543000.0,4,71.58333333333333,1995,07 To 09,567,4.0,8.0,2023-04-01,2023,Choa Chu Kang St 52,West,"1.39513213569157,103.745875286592 680567"
145777,Choa Chu Kang,4 Room,Model A,114.0,Choa Chu Kang Street 53,510000.0,4,71.08333333333333,1995,07 To 09,705,4.0,8.0,2023-04-01,2023,Choa Chu Kang St 53,West,"1.39036325274643,103.746124351793 680705"
145778,Choa Chu Kang,4 Room,Model A,114.0,Choa Chu Kang Street 53,499000.0,4,71.08333333333333,1995,07 To 09,708,4.0,8.0,2023-04-01,2023,Choa Chu Kang St 53,West,"1.39165031368934,103.746875282707 680708"
145781,Choa Chu Kang,4 Room,Model A,105.0,Choa Chu Kang Street 54,460000.0,4,72.5,1996,01 To 03,769,4.0,2.0,2023-04-01,2023,Choa Chu Kang St 54,West,"1.39420918139982,103.750535413456 680769"
145783,Choa Chu Kang,4 Room,Model A,108.0,Choa Chu Kang Street 62,550000.0,4,72.25,1996,04 To 06,620,4.0,5.0,2023-04-01,2023,Choa Chu Kang St 62,West,"1.3998050633755,103.747145323815 680620"
145784,Choa Chu Kang,4 Room,Model A,108.0,Choa Chu Kang Street 62,520000.0,4,72.25,1996,04 To 06,620,4.0,5.0,2023-04-01,2023,Choa Chu Kang St 62,West,"1.3998050633755,103.747145323815 680620"
145785,Choa Chu Kang,4 Room,Model A,107.0,Choa Chu Kang Street 62,520000.0,4,72.08333333333333,1996,04 To 06,608,4.0,5.0,2023-04-01,2023,Choa Chu Kang St 62,West,"1.39846759912749,103.744645761889 680608"
145786,Choa Chu Kang,4 Room,Model A,107.0,Choa Chu Kang Street 62,490000.0,4,72.16666666666667,1996,01 To 03,611,4.0,2.0,2023-04-01,2023,Choa Chu Kang St 62,West,"1.39974204768206,103.743861775626 680611"
145787,Choa Chu Kang,4 Room,Model A,107.0,Choa Chu Kang Street 62,470000.0,4,72.16666666666667,1996,01 To 03,616,4.0,2.0,2023-04-01,2023,Choa Chu Kang St 62,West,"1.39959239449991,103.744711678054 680616"
145808,Choa Chu Kang,4 Room,Model A,92.0,Keat Hong Cl,540000.0,4,93.91666666666667,2018,10 To 12,801C,4.0,11.0,2023-04-01,2023,Keat Hong Cl,West,"1.37523164152737,103.742766625186 683801"
145809,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,530000.0,4,93.16666666666667,2017,07 To 09,803B,4.0,8.0,2023-04-01,2023,Keat Hong Cl,West,"1.37381927100149,103.743367182453 682803"
145810,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,548888.0,4,93.16666666666667,2017,13 To 15,804B,4.0,14.0,2023-04-01,2023,Keat Hong Cl,West,"1.3731140372383,103.74188877037 682804"
145811,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,550000.0,4,93.16666666666667,2017,04 To 06,803A,4.0,5.0,2023-04-01,2023,Keat Hong Cl,West,"1.37386468483914,103.742970078269 681803"
145812,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,495000.0,4,93.08333333333333,2017,01 To 03,803D,4.0,2.0,2023-04-01,2023,Keat Hong Cl,West,"1.37289698327409,103.744347570659 684803"
145813,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,540000.0,4,93.08333333333333,2017,10 To 12,805A,4.0,11.0,2023-04-01,2023,Keat Hong Cl,West,"1.37289627545554,103.742568745239 681805"
145814,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,548000.0,4,93.08333333333333,2017,07 To 09,804B,4.0,8.0,2023-04-01,2023,Keat Hong Cl,West,"1.3731140372383,103.74188877037 682804"
145815,Choa Chu Kang,4 Room,Model A,93.0,Keat Hong Cl,538000.0,4,93.25,2017,07 To 09,805B,4.0,8.0,2023-04-01,2023,Keat Hong Cl,West,"1.37274770355775,103.74315742408 682805"
145833,Choa Chu Kang,4 Room,New Generation,99.0,Teck Whye Lane,370000.0,4,54.166666666666664,1978,01 To 03,11,4.0,2.0,2023-04-01,2023,Teck Whye Lane,West,"1.37976221059279,103.754969354123 680011"
145834,Choa Chu Kang,4 Room,New Generation,92.0,Teck Whye Lane,400000.0,4,55.0,1979,07 To 09,15,4.0,8.0,2023-04-01,2023,Teck Whye Lane,West,"1.37913357256794,103.7547387164 680015"
145835,Choa Chu Kang,4 Room,Model A,103.0,Teck Whye Lane,470000.0,4,65.08333333333333,1989,04 To 06,115,4.0,5.0,2023-04-01,2023,Teck Whye Lane,West,"1.37893677955462,103.751182368998 680115"
145836,Choa Chu Kang,4 Room,New Generation,99.0,Teck Whye Lane,400000.0,4,54.083333333333336,1978,04 To 06,11,4.0,5.0,2023-04-01,2023,Teck Whye Lane,West,"1.37976221059279,103.754969354123 680011"
145837,Choa Chu Kang,5 Room,Improved,112.0,Choa Chu Kang Avenue 1,652000.0,4,93.0,2017,07 To 09,808B,5.0,8.0,2023-04-01,2023,Choa Chu Kang Ave 1,West,"1.37559249810909,103.7460213304 682808"
145844,Choa Chu Kang,5 Room,Improved,122.0,Choa Chu Kang Avenue 2,608000.0,4,69.16666666666667,1993,13 To 15,277,5.0,14.0,2023-04-01,2023,Choa Chu Kang Ave 2,West,"1.37987227900139,103.744605644093 680277"
145850,Choa Chu Kang,5 Room,Improved,120.0,Choa Chu Kang Avenue 3,575000.0,4,75.08333333333333,1999,10 To 12,472,5.0,11.0,2023-04-01,2023,Choa Chu Kang Ave 3,West,"1.37908544061279,103.737542449427 680472"
145862,Choa Chu Kang,5 Room,Improved,119.0,Choa Chu Kang Avenue 4,580000.0,4,73.08333333333333,1997,13 To 15,446,5.0,14.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.3807129959352,103.73689142472 680446"
145863,Choa Chu Kang,5 Room,Improved,122.0,Choa Chu Kang Avenue 4,540000.0,4,73.08333333333333,1997,01 To 03,444,5.0,2.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.38161754509099,103.737451795053 680444"
145864,Choa Chu Kang,5 Room,Improved,119.0,Choa Chu Kang Avenue 4,573000.0,4,73.0,1997,04 To 06,446,5.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.3807129959352,103.73689142472 680446"
145865,Choa Chu Kang,5 Room,Improved,122.0,Choa Chu Kang Avenue 4,582000.0,4,69.08333333333333,1993,10 To 12,418,5.0,11.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.38237300282948,103.741352257872 680418"
145866,Choa Chu Kang,5 Room,Premium Apartment,123.0,Choa Chu Kang Avenue 4,578000.0,4,75.83333333333333,2000,13 To 15,450,5.0,14.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.37953908953632,103.736076503187 680450"
145867,Choa Chu Kang,5 Room,Model A,132.0,Choa Chu Kang Avenue 4,630000.0,4,68.25,1992,04 To 06,421,5.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.38177896881885,103.740747501903 680421"
145883,Choa Chu Kang,5 Room,Improved,116.0,Choa Chu Kang Avenue 5,530000.0,4,75.25,1999,04 To 06,486,5.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 5,West,"1.37544982404192,103.738349548996 680486"
145894,Choa Chu Kang,5 Room,Improved,113.0,Choa Chu Kang Avenue 7,680000.0,4,93.66666666666667,2017,16 To 18,810A,5.0,17.0,2023-04-01,2023,Choa Chu Kang Ave 7,West,"1.37454644083077,103.746304172261 681810"
145895,Choa Chu Kang,5 Room,Improved,113.0,Choa Chu Kang Avenue 7,650000.0,4,93.58333333333333,2017,16 To 18,810A,5.0,17.0,2023-04-01,2023,Choa Chu Kang Ave 7,West,"1.37454644083077,103.746304172261 681810"
145896,Choa Chu Kang,5 Room,Improved,113.0,Choa Chu Kang Avenue 7,642000.0,4,92.91666666666667,2017,04 To 06,815C,5.0,5.0,2023-04-01,2023,Choa Chu Kang Ave 7,West,"1.37630418227263,103.747457565703 683815"
145913,Choa Chu Kang,5 Room,Premium Apartment,124.0,Choa Chu Kang Cres,545000.0,4,75.58333333333333,1999,01 To 03,674,5.0,2.0,2023-04-01,2023,Choa Chu Kang Cres,West,"1.40155376414482,103.746994051833 680674"
145914,Choa Chu Kang,5 Room,Improved,110.0,Choa Chu Kang Cres,488000.0,4,78.5,2002,04 To 06,686A,5.0,5.0,2023-04-01,2023,Choa Chu Kang Cres,West,"1.40438956727531,103.74785640306 681686"
145915,Choa Chu Kang,5 Room,Premium Apartment,125.0,Choa Chu Kang Cres,535888.0,4,75.58333333333333,1999,01 To 03,679,5.0,2.0,2023-04-01,2023,Choa Chu Kang Cres,West,"1.40262029061291,103.744715544736 680679"
145922,Choa Chu Kang,5 Room,Improved,122.0,Choa Chu Kang Ctrl,560000.0,4,65.0,1989,10 To 12,234,5.0,11.0,2023-04-01,2023,Choa Chu Kang Ctrl,West,"1.3802069557625,103.748137630209 680234"
145928,Choa Chu Kang,5 Room,Improved,110.0,Choa Chu Kang Drive,528000.0,4,77.91666666666667,2002,01 To 03,688B,5.0,2.0,2023-04-01,2023,Choa Chu Kang Dr,West,"1.40343593772923,103.75033691367 682688"
145929,Choa Chu Kang,5 Room,Improved,110.0,Choa Chu Kang Drive,553000.0,4,78.16666666666667,2002,16 To 18,687A,5.0,17.0,2023-04-01,2023,Choa Chu Kang Dr,West,"1.40451101735306,103.750161262445 681687"
145931,Choa Chu Kang,5 Room,Improved,124.0,Choa Chu Kang Loop,640000.0,4,69.16666666666667,1993,10 To 12,345,5.0,11.0,2023-04-01,2023,Choa Chu Kang Loop,West,"1.38280878340153,103.744790220928 680345"
145934,Choa Chu Kang,5 Room,Improved,128.0,Choa Chu Kang North 6,630000.0,4,72.5,1996,04 To 06,789,5.0,5.0,2023-04-01,2023,Choa Chu Kang Nth 6,West,"1.3958634611235,103.749046244646 680789"
145935,Choa Chu Kang,5 Room,Premium Apartment,127.0,Choa Chu Kang North 6,645000.0,4,73.75,1998,10 To 12,632,5.0,11.0,2023-04-01,2023,Choa Chu Kang Nth 6,West,"1.39669111215807,103.748579728146 680632"
145941,Choa Chu Kang,5 Room,Improved,129.0,Choa Chu Kang Street 51,550000.0,4,70.58333333333333,1994,01 To 03,511,5.0,2.0,2023-04-01,2023,Choa Chu Kang St 51,West,"1.38932946700346,103.740872171249 680511"
145950,Choa Chu Kang,5 Room,Model A,134.0,Choa Chu Kang Street 62,645000.0,4,72.25,1996,07 To 09,612,5.0,8.0,2023-04-01,2023,Choa Chu Kang St 62,West,"1.40000866051722,103.744352713589 680612"
145953,Choa Chu Kang,5 Room,Premium Apartment,123.0,Choa Chu Kang Street 64,660000.0,4,73.75,1998,07 To 09,643,5.0,8.0,2023-04-01,2023,Choa Chu Kang St 64,West,"1.39856129024064,103.748604386179 680643"
145962,Choa Chu Kang,5 Room,Improved,113.0,Keat Hong Cl,665000.0,4,93.16666666666667,2017,13 To 15,805A,5.0,14.0,2023-04-01,2023,Keat Hong Cl,West,"1.37289627545554,103.742568745239 681805"
145963,Choa Chu Kang,5 Room,Improved,113.0,Keat Hong Cl,620000.0,4,93.16666666666667,2017,07 To 09,805D,5.0,8.0,2023-04-01,2023,Keat Hong Cl,West,"1.37241665311801,103.744743989242 684805"
145964,Choa Chu Kang,5 Room,Improved,113.0,Keat Hong Cl,618000.0,4,93.16666666666667,2017,04 To 06,804B,5.0,5.0,2023-04-01,2023,Keat Hong Cl,West,"1.3731140372383,103.74188877037 682804"
145965,Choa Chu Kang,5 Room,Improved,113.0,Keat Hong Cl,630000.0,4,93.83333333333333,2018,07 To 09,802A,5.0,8.0,2023-04-01,2023,Keat Hong Cl,West,"1.37451584184376,103.74347432386 681802"
145966,Choa Chu Kang,5 Room,Improved,113.0,Keat Hong Cl,645000.0,4,93.83333333333333,2018,07 To 09,802A,5.0,8.0,2023-04-01,2023,Keat Hong Cl,West,"1.37451584184376,103.74347432386 681802"
145970,Choa Chu Kang,5 Room,Improved,112.0,Keat Hong Link,700000.0,4,93.5,2017,07 To 09,817B,5.0,8.0,2023-04-01,2023,Keat Hong Link,West,"1.37708774602652,103.748768050663 682817"
145980,Choa Chu Kang,5 Room,Improved,121.0,Teck Whye Lane,550000.0,4,64.91666666666667,1989,07 To 09,122,5.0,8.0,2023-04-01,2023,Teck Whye Lane,West,"1.37870202031026,103.749529642272 680122"
145984,Choa Chu Kang,Executive,Apartment,142.0,Choa Chu Kang Avenue 1,715000.0,4,65.33333333333333,1989,13 To 15,204,4.5,14.0,2023-04-01,2023,Choa Chu Kang Ave 1,West,"1.38079125656246,103.749226658966 680204"
145988,Choa Chu Kang,Executive,Apartment,147.0,Choa Chu Kang Avenue 2,750000.0,4,69.33333333333333,1993,07 To 09,274,4.5,8.0,2023-04-01,2023,Choa Chu Kang Ave 2,West,"1.37936988042156,103.74286869532 680274"
145989,Choa Chu Kang,Executive,Premium Apartment,141.0,Choa Chu Kang Avenue 2,700888.0,4,75.33333333333333,1999,07 To 09,297A,4.5,8.0,2023-04-01,2023,Choa Chu Kang Ave 2,West,"1.37693722071653,103.742296003255 681297"
145997,Choa Chu Kang,Executive,Premium Apartment,142.0,Choa Chu Kang Avenue 4,655000.0,4,75.83333333333333,2000,04 To 06,457,4.5,5.0,2023-04-01,2023,Choa Chu Kang Ave 4,West,"1.37863545271757,103.736186811602 680457"
146008,Choa Chu Kang,Executive,Apartment,147.0,Choa Chu Kang North 5,770000.0,4,71.33333333333333,1995,04 To 06,753,4.5,5.0,2023-04-01,2023,Choa Chu Kang Nth 5,West,"1.39234090627859,103.746943594779 680753"
146013,Choa Chu Kang,Executive,Apartment,147.0,Choa Chu Kang North 6,750000.0,4,71.91666666666667,1996,04 To 06,554,4.5,5.0,2023-04-01,2023,Choa Chu Kang Nth 6,West,"1.39621153620284,103.74311302806 680554"
146017,Choa Chu Kang,Executive,Maisonette,144.0,Choa Chu Kang Street 54,720000.0,4,72.25,1996,04 To 06,768,4.5,5.0,2023-04-01,2023,Choa Chu Kang St 54,West,"1.39412652419691,103.749961600156 680768"
146025,Choa Chu Kang,Executive,Apartment,141.0,Jln Teck Whye,800000.0,4,74.08333333333333,1998,10 To 12,163,4.5,11.0,2023-04-01,2023,Jln Teck Whye,West,"1.3809102767137,103.756925824414 680163"
146031,Clementi,3 Room,Model A,74.0,Clementi Avenue 1,675000.0,4,89.5,2013,40 To 42,420,3.0,41.0,2023-04-01,2023,Clementi Ave 1,West,"1.31004548976462,103.769123845594 120420"
146050,Clementi,3 Room,New Generation,81.0,Clementi Avenue 2,480000.0,4,53.75,1978,10 To 12,363,3.0,11.0,2023-04-01,2023,Clementi Ave 2,West,"1.31282068300245,103.768916982632 120363"
146051,Clementi,3 Room,New Generation,82.0,Clementi Avenue 2,398888.0,4,54.416666666666664,1978,04 To 06,352,3.0,5.0,2023-04-01,2023,Clementi Ave 2,West,"1.31427265951788,103.771360860916 120352"
146052,Clementi,3 Room,New Generation,67.0,Clementi Avenue 2,385000.0,4,54.416666666666664,1978,07 To 09,351,3.0,8.0,2023-04-01,2023,Clementi Ave 2,West,"1.31535006995344,103.770861377512 120351"
146053,Clementi,3 Room,New Generation,67.0,Clementi Avenue 2,423000.0,4,54.25,1978,10 To 12,329,3.0,11.0,2023-04-01,2023,Clementi Ave 2,West,"1.31306718149221,103.767339299757 120329"
146066,Clementi,3 Room,New Generation,82.0,Clementi Avenue 3,470000.0,4,54.666666666666664,1978,07 To 09,434,3.0,8.0,2023-04-01,2023,Clementi Ave 3,West,"1.31456889716041,103.761612603199 120434"
146088,Clementi,3 Room,New Generation,67.0,Clementi Avenue 4,332888.0,4,55.833333333333336,1980,01 To 03,308,3.0,2.0,2023-04-01,2023,Clementi Ave 4,West,"1.32105185036523,103.766910446634 120308"
146089,Clementi,3 Room,Model A,69.0,Clementi Avenue 4,672000.0,4,93.41666666666667,2017,25 To 27,312B,3.0,26.0,2023-04-01,2023,Clementi Ave 4,West,"1.31965596040108,103.76445460534 122312"
146090,Clementi,3 Room,Model A,69.0,Clementi Avenue 4,678000.0,4,93.33333333333333,2017,19 To 21,312B,3.0,20.0,2023-04-01,2023,Clementi Ave 4,West,"1.31965596040108,103.76445460534 122312"
146091,Clementi,3 Room,Dbss,60.0,Clementi Avenue 4,588000.0,4,90.66666666666667,2014,28 To 30,311C,3.0,29.0,2023-04-01,2023,Clementi Ave 4,West,"1.32010579336827,103.765573470177 123311"
146092,Clementi,3 Room,Model A,69.0,Clementi Avenue 4,655000.0,4,93.41666666666667,2017,22 To 24,312B,3.0,23.0,2023-04-01,2023,Clementi Ave 4,West,"1.31965596040108,103.76445460534 122312"
146101,Clementi,3 Room,New Generation,67.0,Clementi Avenue 5,325000.0,4,54.583333333333336,1978,01 To 03,327,3.0,2.0,2023-04-01,2023,Clementi Ave 5,West,"1.31397863904505,103.766558990296 120327"
146102,Clementi,3 Room,New Generation,81.0,Clementi Avenue 5,425000.0,4,56.5,1980,07 To 09,379,3.0,8.0,2023-04-01,2023,Clementi Ave 5,West,"1.31797801720797,103.767831518404 120379"
146112,Clementi,3 Room,New Generation,67.0,Clementi West Street 1,352000.0,4,55.666666666666664,1979,07 To 09,607,3.0,8.0,2023-04-01,2023,Clementi West St 1,West,"1.3042359278296,103.767853404027 120607"
146113,Clementi,3 Room,New Generation,67.0,Clementi West Street 1,465000.0,4,55.666666666666664,1979,10 To 12,608,3.0,11.0,2023-04-01,2023,Clementi West St 1,West,"1.30434110257324,103.766529796163 120608"
146114,Clementi,3 Room,Model A,74.0,Clementi West Street 1,388888.0,4,59.416666666666664,1983,01 To 03,610,3.0,2.0,2023-04-01,2023,Clementi West St 1,West,"1.30454704525517,103.768773617907 120610"
146125,Clementi,3 Room,New Generation,67.0,Clementi West Street 2,300000.0,4,56.666666666666664,1980,10 To 12,711,3.0,11.0,2023-04-01,2023,Clementi West St 2,West,"1.30484423498146,103.76110706384 120711"
146128,Clementi,3 Room,New Generation,67.0,West Coast Drive,348000.0,4,53.833333333333336,1978,01 To 03,510,3.0,2.0,2023-04-01,2023,West Coast Dr,West,"1.31082250334147,103.760805958742 120510"
146134,Clementi,3 Room,New Generation,67.0,West Coast Road,362888.0,4,56.416666666666664,1980,07 To 09,703,3.0,8.0,2023-04-01,2023,West Coast Rd,West,"1.30674896245195,103.760633580535 120703"
146137,Clementi,4 Room,New Generation,98.0,C'Wealth Avenue West,518000.0,4,54.0,1978,04 To 06,410,4.0,5.0,2023-04-01,2023,C'Wealth Ave West,West,"1.31144123230238,103.769691998438 120410"
146148,Clementi,4 Room,Model A,99.0,Clementi Avenue 1,840000.0,4,89.5,2013,25 To 27,420,4.0,26.0,2023-04-01,2023,Clementi Ave 1,West,"1.31004548976462,103.769123845594 120420"
146149,Clementi,4 Room,Model A,100.0,Clementi Avenue 1,883888.0,4,89.5,2013,04 To 06,420,4.0,5.0,2023-04-01,2023,Clementi Ave 1,West,"1.31004548976462,103.769123845594 120420"
146155,Clementi,4 Room,New Generation,90.0,Clementi Avenue 2,550000.0,4,53.75,1978,07 To 09,363,4.0,8.0,2023-04-01,2023,Clementi Ave 2,West,"1.31282068300245,103.768916982632 120363"
